review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,review_text,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,review_length,word_count,helpful_votes,source
124,Colleen Brock,46,Apple,iPhone 15 Pro,1282.35,A$1962.0,AUD,1.53,4,Build quality feels solid and durable. No regrets buying this one.,Positive,Australia,English,2025-10-07,True,3,3,4,3,4,66,11,4,Flipkart
125,Anika Roht B.A.,27,Realme,Realme 12 Pro,298.52,€277.62,EUR,0.93,4,Build quality feels solid and durable. Absolutely worth it!,Positive,Germany,German,2023-04-28,True,3,3,3,5,3,59,9,3,Flipkart
126,Robert Contreras,32,Xiaomi,Poco X6,405.55,د.إ1488.37,AED,3.67,4,Worth every penny. Highly recommended! Loving it so far!,Positive,UAE,English,2025-03-08,False,4,4,4,3,3,56,9,5,eBay
127,Tiffany Vance,33,Realme,Realme Narzo 70,417.44,$417.44,USD,1.0,4,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,USA,English,2025-05-30,True,3,3,3,3,4,65,11,5,BestBuy
128,Dr Henry Williams,29,Realme,Realme 12 Pro,477.29,£372.29,GBP,0.78,4,Fast charging is a lifesaver. Best purchase of the year!,Positive,UK,English,2023-06-26,True,3,2,3,3,5,56,10,4,BestBuy
129,Shivani Lad,22,Realme,Realme Narzo 70,518.69,₹43051.27,INR,83.0,3,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,India,Hindi,2023-11-10,True,2,2,3,4,3,58,9,6,BestBuy
130,Vedhika Khare,30,Apple,iPhone 15 Pro,752.16,₹62429.28,INR,83.0,4,Loving the clean UI and fast updates. Best purchase of the year!,Positive,India,Hindi,2023-12-22,True,4,3,3,5,4,64,12,7,Flipkart
131,Micheal Young,28,Google,Pixel 7a,880.75,د.إ3232.35,AED,3.67,3,Software updates are delayed sometimes. Okay for casual use.,Neutral,UAE,English,2024-03-26,True,1,3,3,3,3,60,9,3,AliExpress
132,Joshua Taylor,32,Samsung,Galaxy Note 20,602.02,د.إ2209.41,AED,3.67,4,"Face unlock is instant, super smooth. Absolutely worth it!",Positive,UAE,English,2023-10-16,True,4,3,2,3,4,58,9,10,AliExpress
133,Ms Lindsey Stevens,55,Motorola,Edge 50,297.34,£231.93,GBP,0.78,5,Worth every penny. Highly recommended! Absolutely worth it!,Positive,UK,English,2024-07-27,True,5,5,5,4,5,59,8,7,Amazon
134,Joshua Perry,20,Samsung,Galaxy S24,894.21,د.إ3281.75,AED,3.67,1,Battery drains too fast even on standby. Wouldn’t recommend.,Negative,UAE,English,2023-09-08,True,1,1,1,1,1,60,9,1,BestBuy
135,Dipl.-Ing. Theda Winkler,45,Google,Pixel 6,770.21,€716.3,EUR,0.93,3,"Design is okay, a bit bulky though. Average experience overall.",Neutral,Germany,German,2025-04-16,False,3,2,3,2,2,63,10,3,Flipkart
136,Mark Baxter-Miller,35,Xiaomi,Poco X6,287.44,£224.2,GBP,0.78,2,Speaker quality is bad and muffled. Wouldn’t recommend.,Negative,UK,English,2024-06-03,False,1,2,1,2,3,55,8,1,AliExpress
137,Tommy Evans,31,Realme,Realme 12 Pro,193.94,$193.94,USD,1.0,4,Worth every penny. Highly recommended! Best purchase of the year!,Positive,USA,English,2024-06-18,True,4,4,4,5,4,65,10,6,AliExpress
138,Prof. Nelli Wähner,28,OnePlus,OnePlus 12,597.26,€555.45,EUR,0.93,1,Not worth the money spent. Returning this soon.,Negative,Germany,German,2025-02-16,False,1,1,1,1,1,47,8,3,eBay
139,Stephanie Freeman,24,Google,Pixel 7a,1077.69,A$1648.87,AUD,1.53,3,Not bad for daily use but could be optimized. Fine but could be better.,Neutral,Australia,English,2023-12-19,True,3,2,3,2,2,71,14,1,eBay
140,Allen Rogers,18,Xiaomi,Mi 13 Pro,434.38,C$599.44,CAD,1.38,4,Design feels premium and stylish. Best purchase of the year!,Positive,Canada,English,2025-09-11,True,4,5,3,4,4,60,10,4,eBay
141,Misty Pittman,41,Apple,iPhone SE,1335.66,د.إ4901.87,AED,3.67,4,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Positive,UAE,English,2023-05-08,False,3,4,4,4,4,77,14,7,Flipkart
142,Vincent Payne,46,Xiaomi,Redmi Note 13,503.54,£392.76,GBP,0.78,3,"Does what it’s supposed to, nothing special. Fine but could be better.",Neutral,UK,English,2024-06-25,True,3,3,1,2,2,70,12,4,Amazon
143,Mary Miller,28,Motorola,Moto G Power,503.76,$503.76,USD,1.0,2,"Does what it’s supposed to, nothing special. Average experience overall.",Neutral,USA,English,2024-08-17,True,1,1,1,1,2,72,10,1,Flipkart
144,Kate Clayton,40,Xiaomi,Poco X6,458.29,£357.47,GBP,0.78,3,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,UK,English,2023-11-30,True,2,3,5,3,2,69,13,3,BestBuy
145,Lunna Cunha,40,OnePlus,OnePlus 11R,574.4,R$3274.08,BRL,5.7,4,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,Brazil,Portuguese,2024-09-27,False,3,3,2,2,4,70,13,6,AliExpress
146,Philip Gray,46,Xiaomi,Mi 13 Pro,518.2,د.إ1901.79,AED,3.67,4,Loving the clean UI and fast updates. Absolutely worth it!,Positive,UAE,English,2024-08-06,True,4,3,3,1,3,58,10,3,Flipkart
147,Bradley Smith,34,Realme,Realme Narzo 70,213.68,C$294.88,CAD,1.38,4,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,Canada,English,2025-02-05,False,2,5,3,4,4,69,13,5,Amazon
148,Willibert Killer,29,Xiaomi,Redmi Note 13,466.98,€434.29,EUR,0.93,4,Absolutely love this phone! The camera is next level. Absolutely worth it!,Positive,Germany,German,2023-10-05,True,3,3,2,3,4,74,12,6,Amazon
149,Rachael Pearson,19,OnePlus,OnePlus Nord 3,629.46,A$963.07,AUD,1.53,2,"Design is okay, a bit bulky though. Okay for casual use.",Neutral,Australia,English,2022-12-09,True,1,3,2,2,1,56,11,2,eBay
150,Caroline Bryant,19,Google,Pixel 6,923.35,£720.21,GBP,0.78,2,Battery life could be slightly better. Okay for casual use.,Neutral,UK,English,2025-06-13,True,1,1,1,1,2,59,10,1,eBay
151,Cameron Caldwell,27,Google,Pixel 6,887.49,C$1224.74,CAD,1.38,2,Software updates are delayed sometimes. Fine but could be better.,Neutral,Canada,English,2025-03-16,True,1,1,2,3,1,65,10,3,eBay
152,Julie Scott,35,Realme,Realme Narzo 70,383.95,د.إ1409.1,AED,3.67,4,Worth every penny. Highly recommended! Absolutely worth it!,Positive,UAE,English,2024-05-17,False,4,3,3,3,3,59,8,1,eBay
153,Katy Jenkins,27,OnePlus,OnePlus 11R,841.54,£656.4,GBP,0.78,4,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,UK,English,2023-04-17,False,4,3,5,4,3,69,13,4,AliExpress
154,Leonardo Caldeira,27,OnePlus,OnePlus 11R,702.11,R$4002.03,BRL,5.7,3,Sound quality is okay but not very loud. Average experience overall.,Neutral,Brazil,Portuguese,2025-04-07,False,4,1,2,1,2,68,11,3,Flipkart
155,Eric Byrd,53,Xiaomi,Mi 13 Pro,269.6,$269.6,USD,1.0,4,Design feels premium and stylish. Best purchase of the year!,Positive,USA,English,2024-05-27,True,4,4,5,5,3,60,10,3,AliExpress
156,Veronika Trubin-Gumprich,32,OnePlus,OnePlus 11R,976.62,€908.26,EUR,0.93,1,Overheats quickly while gaming. Returning this soon.,Negative,Germany,German,2023-02-17,True,2,1,1,1,1,52,7,2,AliExpress
157,Harsh Mitra,29,Motorola,Razr 40,477.61,₹39641.63,INR,83.0,2,"Phone hangs often, regret buying it. Returning this soon.",Negative,India,Hindi,2025-09-18,False,1,3,1,1,1,57,9,3,BestBuy
158,Barbara Riggs,35,Motorola,Edge 50,788.44,A$1206.31,AUD,1.53,5,Design feels premium and stylish. Loving it so far!,Positive,Australia,English,2022-12-24,True,5,5,5,4,4,51,9,7,Flipkart
159,Priya Prabhakar,26,Realme,Realme 12 Pro,443.17,₹36783.11,INR,83.0,1,Not worth the money spent. Returning this soon.,Negative,India,Hindi,2023-02-06,True,2,1,1,1,1,47,8,2,BestBuy
160,Gloria Atkinson,24,Realme,Realme 12 Pro,582.13,$582.13,USD,1.0,3,Worth every penny. Highly recommended! No regrets buying this one.,Positive,USA,English,2024-11-21,True,3,3,3,3,2,66,10,7,Flipkart
161,Tyler Reid,24,Samsung,Galaxy A55,807.54,A$1235.54,AUD,1.53,4,Loving the clean UI and fast updates. No regrets buying this one.,Positive,Australia,English,2024-10-05,False,4,3,4,4,3,65,12,4,BestBuy
162,Heinz-Joachim Gierschner-Wagner,22,Motorola,Moto G Power,441.72,€410.8,EUR,0.93,4,Fast charging is a lifesaver. Absolutely worth it!,Positive,Germany,German,2025-01-09,True,3,4,3,3,1,50,8,6,Amazon
163,Júlia Pimenta,18,Samsung,Galaxy A55,1288.66,R$7345.36,BRL,5.7,5,Loving the clean UI and fast updates. No regrets buying this one.,Positive,Brazil,Portuguese,2025-02-04,True,4,5,3,5,5,65,12,6,eBay
164,Julie Petersen,24,Apple,iPhone SE,927.42,$927.42,USD,1.0,4,"Face unlock is instant, super smooth. No regrets buying this one.",Positive,USA,English,2025-04-29,True,4,3,5,4,3,65,11,3,BestBuy
165,Samuel Rivas,21,Google,Pixel 7a,1003.6,A$1535.51,AUD,1.53,5,Battery easily lasts a day with heavy use. Loving it so far!,Positive,Australia,English,2023-03-05,True,4,4,3,4,4,60,12,7,AliExpress
166,Jerry Christensen,44,Google,Pixel 7a,796.29,C$1098.88,CAD,1.38,5,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,Canada,English,2025-03-25,False,5,5,5,5,5,69,13,4,BestBuy
167,Jamie Johnson,30,Realme,Realme Narzo 70,331.22,$331.22,USD,1.0,1,Camera quality is very poor indoors. Very disappointed.,Negative,USA,English,2024-03-09,False,1,1,1,1,2,55,8,2,BestBuy
168,Daniel Salinas,36,Xiaomi,Redmi Note 13,436.14,$436.14,USD,1.0,1,Phone lags often after a few apps. Wouldn’t recommend.,Negative,USA,English,2024-04-02,True,1,1,1,1,1,54,9,3,BestBuy
169,Hilary Harrison-White,36,Realme,Realme Narzo 70,479.55,£374.05,GBP,0.78,4,Display is crisp and vibrant — perfect for gaming. Absolutely worth it!,Positive,UK,English,2022-11-06,False,3,3,4,2,4,71,12,1,AliExpress
170,Frederick Khurana,27,Xiaomi,Mi 13 Pro,368.67,₹30599.61,INR,83.0,4,Fast charging is a lifesaver. Loving it so far!,Positive,India,Hindi,2024-07-14,True,3,1,3,5,4,47,9,1,Flipkart
171,Peter Vaughn DDS,41,Motorola,Moto G Power,778.1,$778.1,USD,1.0,3,Fast charging is a lifesaver. No regrets buying this one.,Positive,USA,English,2024-11-22,True,3,3,3,3,3,57,10,2,BestBuy
172,Alan Phillips,18,Samsung,Galaxy S24,693.31,د.إ2544.45,AED,3.67,3,"Performance is average, camera okay. Fine but could be better.",Neutral,UAE,English,2024-07-11,True,3,3,1,3,3,62,10,2,AliExpress
173,Elizabeth Perkins,18,Apple,iPhone 14,752.56,A$1151.42,AUD,1.53,4,Design feels premium and stylish. Loving it so far!,Positive,Australia,English,2024-10-26,True,3,5,4,4,2,51,9,5,Flipkart
174,Hailey Barajas,45,Apple,iPhone 13,1348.9,C$1861.48,CAD,1.38,2,"Phone is fine, not the best in this range. Average experience overall.",Neutral,Canada,English,2025-02-22,True,1,1,1,1,2,70,12,3,AliExpress
175,Miss Diana Price,50,Apple,iPhone SE,817.84,£637.92,GBP,0.78,3,Smooth performance even after months of use. No regrets buying this one.,Positive,UK,English,2024-02-10,True,1,3,5,3,2,72,12,4,Amazon
176,Megan O'Neill-Lucas,34,Realme,Realme 12 Pro,249.61,£194.7,GBP,0.78,4,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,UK,English,2023-04-25,True,4,4,4,3,2,81,14,4,Flipkart
177,Rehaan Kalita,30,Google,Pixel 7a,975.56,₹80971.48,INR,83.0,2,Camera quality is very poor indoors. Not up to the mark.,Negative,India,Hindi,2024-11-12,True,1,2,3,1,2,56,11,1,eBay
178,Kevin Wolf,26,Google,Pixel 8,839.05,$839.05,USD,1.0,1,Software updates are delayed sometimes. Average experience overall.,Neutral,USA,English,2025-05-06,True,1,1,1,1,1,67,8,1,AliExpress
179,Brian Lee,27,Google,Pixel 8,757.22,د.إ2779.0,AED,3.67,5,Loving the clean UI and fast updates. Loving it so far!,Positive,UAE,English,2023-10-10,False,4,4,5,4,4,55,11,8,Amazon
180,Eric Erickson,22,Realme,Realme Narzo 70,330.6,د.إ1213.3,AED,3.67,4,"Overall decent, but expected a bit more for the price. Okay for casual use.",Neutral,UAE,English,2023-05-06,False,3,2,4,4,3,75,14,3,eBay
181,William Tran,39,Xiaomi,Poco X6,490.04,$490.04,USD,1.0,3,"Face unlock is instant, super smooth. Best purchase of the year!",Positive,USA,English,2025-10-09,True,3,2,4,2,2,64,11,4,Amazon
182,Frances Taylor,18,OnePlus,OnePlus 11R,484.6,£377.99,GBP,0.78,1,Battery easily lasts a day with heavy use. Loving it so far!,Positive,UK,English,2024-11-22,True,1,1,1,2,1,60,12,6,AliExpress
183,Adam Mitchell,18,Google,Pixel 6,522.54,A$799.49,AUD,1.53,5,Display is crisp and vibrant — perfect for gaming. No regrets buying this one.,Positive,Australia,English,2024-11-03,True,4,3,3,4,5,78,14,6,AliExpress
184,Cody Williams,24,Xiaomi,Redmi Note 13,385.47,$385.47,USD,1.0,2,Customer service was disappointing. Wouldn’t recommend.,Negative,USA,English,2024-11-02,True,3,3,2,2,1,55,6,1,Flipkart
185,Austin Vasquez,18,Xiaomi,Mi 13 Pro,590.32,د.إ2166.47,AED,3.67,3,"Design is okay, a bit bulky though. Average experience overall.",Neutral,UAE,English,2025-04-05,True,4,2,2,3,4,63,10,5,BestBuy
186,Cord Fischer,36,Xiaomi,Mi 13 Pro,660.5,€614.26,EUR,0.93,5,Not bad for daily use but could be optimized. Okay for casual use.,Neutral,Germany,German,2025-03-14,True,5,5,4,4,3,66,13,5,eBay
187,Angela Wright,26,Apple,iPhone 14,1457.67,$1457.67,USD,1.0,3,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,USA,English,2025-03-06,True,3,3,2,2,1,69,13,6,BestBuy
188,Upkaar Virk,32,Motorola,Edge 50,717.58,₹59559.14,INR,83.0,4,Build quality feels solid and durable. No regrets buying this one.,Positive,India,Hindi,2024-06-03,True,5,3,3,2,2,66,11,8,eBay
189,Melina da Rosa,34,OnePlus,OnePlus 11R,788.11,R$4492.23,BRL,5.7,3,Absolutely love this phone! The camera is next level. No regrets buying this one.,Positive,Brazil,Portuguese,2025-04-23,True,1,1,1,4,2,81,14,3,BestBuy
190,Miss Ruth Houghton,28,Apple,iPhone 13,1248.36,£973.72,GBP,0.78,5,"Face unlock is instant, super smooth. Loving it so far!",Positive,UK,English,2025-05-26,False,4,5,5,5,5,55,10,3,BestBuy
191,Annette Farmer,29,Motorola,Razr 40,366.71,A$561.07,AUD,1.53,4,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,Australia,English,2025-06-19,True,4,3,3,3,4,70,13,4,eBay
192,Aishani Bumb,39,Motorola,Razr 40,489.82,₹40655.06,INR,83.0,5,Build quality feels solid and durable. No regrets buying this one.,Positive,India,Hindi,2023-06-22,True,3,5,5,4,5,66,11,4,BestBuy
193,Juan Moore,18,Realme,Realme Narzo 70,186.35,A$285.12,AUD,1.53,2,Display started flickering after a month. Very disappointed.,Negative,Australia,English,2024-07-17,True,2,3,1,1,3,60,8,1,Flipkart
194,Olivia da Rocha,35,Google,Pixel 6,592.9,R$3379.53,BRL,5.7,2,Battery drains too fast even on standby. Wouldn’t recommend.,Negative,Brazil,Portuguese,2022-12-11,True,2,2,1,3,3,60,9,1,Amazon
195,João Pedro Santos,29,Apple,iPhone 13,1166.34,R$6648.14,BRL,5.7,4,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Positive,Brazil,Portuguese,2024-01-04,True,5,3,4,2,3,77,14,5,BestBuy
196,Jordan Mcdaniel,47,OnePlus,OnePlus 11R,820.24,A$1254.97,AUD,1.53,4,Build quality feels solid and durable. Absolutely worth it!,Positive,Australia,English,2023-12-06,False,5,2,4,3,4,59,9,3,Flipkart
197,Lori Guerrero,21,Samsung,Galaxy S24,648.38,$648.38,USD,1.0,3,Worth every penny. Highly recommended! Best purchase of the year!,Positive,USA,English,2023-08-25,True,2,2,3,4,2,65,10,11,eBay
198,Bruna Nogueira,40,Google,Pixel 7a,722.67,R$4119.22,BRL,5.7,2,Not worth the money spent. Wouldn’t recommend.,Negative,Brazil,Portuguese,2023-10-06,True,4,1,1,2,2,46,7,3,Amazon
199,Susan Serrano,22,OnePlus,OnePlus Nord 3,808.55,$808.55,USD,1.0,5,Worth every penny. Highly recommended! Best purchase of the year!,Positive,USA,English,2023-02-09,True,4,5,4,4,5,65,10,3,BestBuy
200,Enzo Vieira,18,Apple,iPhone 13,1311.55,R$7475.84,BRL,5.7,2,Build quality feels solid and durable. Absolutely worth it!,Positive,Brazil,Portuguese,2024-02-11,True,2,1,1,2,2,59,9,4,BestBuy
201,Imke Ebert,35,Samsung,Galaxy A55,649.96,€604.46,EUR,0.93,2,Worth every penny. Highly recommended! No regrets buying this one.,Positive,Germany,German,2024-10-19,True,3,1,1,3,1,66,10,6,eBay
202,Derek Harrison-Hewitt,39,Realme,Realme Narzo 70,261.42,£203.91,GBP,0.78,1,Camera quality is very poor indoors. Returning this soon.,Negative,UK,English,2024-12-07,True,1,1,1,3,1,57,9,1,Flipkart
203,Jessica George,27,Google,Pixel 6,607.55,A$929.55,AUD,1.53,2,"Performance is average, camera okay. Average experience overall.",Neutral,Australia,English,2024-08-23,False,2,2,1,2,1,64,8,0,Amazon
204,Lindsey Johnson,18,Xiaomi,Redmi Note 13,311.18,د.إ1142.03,AED,3.67,3,Battery easily lasts a day with heavy use. No regrets buying this one.,Positive,UAE,English,2023-10-12,True,3,2,2,2,2,70,13,8,AliExpress
205,Alícia Teixeira,39,Xiaomi,Poco X6,450.06,R$2565.34,BRL,5.7,4,Worth every penny. Highly recommended! Absolutely worth it!,Positive,Brazil,Portuguese,2025-08-31,True,2,4,3,4,3,59,8,5,BestBuy
206,Laura Hines,56,Samsung,Galaxy Z Flip,819.27,A$1253.48,AUD,1.53,4,Battery easily lasts a day with heavy use. Best purchase of the year!,Positive,Australia,English,2023-07-21,False,2,5,4,4,5,69,13,7,Flipkart
207,Stella Rezende,29,Xiaomi,Poco X6,627.49,R$3576.69,BRL,5.7,1,Customer service was disappointing. Very disappointed.,Negative,Brazil,Portuguese,2024-09-07,True,2,1,1,1,1,54,6,1,BestBuy
208,Catherine Richards,42,Realme,Realme Narzo 70,452.29,C$624.16,CAD,1.38,2,Fast charging is a lifesaver. Loving it so far!,Positive,Canada,English,2025-07-04,True,1,1,2,1,1,47,9,3,Amazon
209,Tracy Harrison,18,Google,Pixel 6,933.64,C$1288.42,CAD,1.38,3,Not bad for daily use but could be optimized. Average experience overall.,Neutral,Canada,English,2024-07-17,True,2,2,3,3,2,73,12,5,Flipkart
210,Miss Hollie Webb,44,Samsung,Galaxy S24,540.32,£421.45,GBP,0.78,3,Sound quality is okay but not very loud. Okay for casual use.,Neutral,UK,English,2023-06-28,True,3,2,2,3,3,61,12,6,Flipkart
211,Michael Roberts,39,Motorola,Razr 40,293.89,$293.89,USD,1.0,3,Smooth performance even after months of use. Best purchase of the year!,Positive,USA,English,2024-07-05,True,2,1,2,2,3,71,12,3,AliExpress
212,Krista Gibson,41,Motorola,Razr 40,429.68,د.إ1576.93,AED,3.67,1,"Phone hangs often, regret buying it. Not up to the mark.",Negative,UAE,English,2024-02-22,False,1,1,1,1,1,56,11,2,BestBuy
213,Brian Barton,18,Samsung,Galaxy Z Flip,590.93,$590.93,USD,1.0,3,Software updates are delayed sometimes. Average experience overall.,Neutral,USA,English,2024-12-29,True,3,1,3,3,2,67,8,0,BestBuy
214,April Booth,25,Google,Pixel 8,919.37,A$1406.64,AUD,1.53,4,Loving the clean UI and fast updates. Absolutely worth it!,Positive,Australia,English,2024-10-08,True,3,3,4,3,4,58,10,10,eBay
215,Cody Cox,36,Apple,iPhone 14,753.8,A$1153.31,AUD,1.53,5,Worth every penny. Highly recommended! Absolutely worth it!,Positive,Australia,English,2024-12-04,True,3,4,4,4,5,59,8,3,Amazon
216,Melina Teixeira,33,Google,Pixel 6,958.61,R$5464.08,BRL,5.7,4,Software updates are delayed sometimes. Fine but could be better.,Neutral,Brazil,Portuguese,2023-01-10,True,5,5,5,4,5,65,10,5,Amazon
217,Joshua Pennington,18,Xiaomi,Poco X6,314.44,C$433.93,CAD,1.38,3,Not bad for daily use but could be optimized. Fine but could be better.,Neutral,Canada,English,2024-09-01,True,3,3,2,3,4,71,14,3,Flipkart
218,Kari Johnson,40,Apple,iPhone 15 Pro,1100.29,$1100.29,USD,1.0,2,Not bad for daily use but could be optimized. Fine but could be better.,Neutral,USA,English,2025-06-26,True,3,1,1,3,3,71,14,1,Flipkart
219,Cynthia Moore,33,Apple,iPhone 13,1064.14,د.إ3905.39,AED,3.67,2,Software updates are delayed sometimes. Fine but could be better.,Neutral,UAE,English,2025-02-23,True,3,2,2,2,2,65,10,2,Flipkart
220,Karl-Dieter Ladeck,31,OnePlus,OnePlus Nord 3,722.19,€671.64,EUR,0.93,4,Display is crisp and vibrant — perfect for gaming. Best purchase of the year!,Positive,Germany,German,2023-03-15,True,4,2,5,3,3,77,14,9,AliExpress
221,Ryan Wilson,30,Apple,iPhone SE,1342.11,$1342.11,USD,1.0,2,Display started flickering after a month. Very disappointed.,Negative,USA,English,2023-04-22,True,3,1,1,1,2,60,8,1,eBay
222,Martin Morley,23,OnePlus,OnePlus Nord 3,600.64,£468.5,GBP,0.78,4,Fast charging is a lifesaver. Absolutely worth it!,Positive,UK,English,2024-01-18,True,3,2,3,2,3,50,8,4,Flipkart
223,Júlia Leão,31,OnePlus,OnePlus Nord 3,516.7,R$2945.19,BRL,5.7,4,Smooth performance even after months of use. Absolutely worth it!,Positive,Brazil,Portuguese,2024-11-09,True,4,3,3,3,3,65,10,5,eBay
224,Adrian Murphy,29,Realme,Realme Narzo 70,240.51,£187.6,GBP,0.78,2,"Does what it’s supposed to, nothing special. Okay for casual use.",Neutral,UK,English,2023-06-03,True,1,1,1,2,1,65,11,0,eBay
225,Rayaan Trivedi,46,Google,Pixel 7a,751.16,₹62346.28,INR,83.0,4,Fast charging is a lifesaver. No regrets buying this one.,Positive,India,Hindi,2023-05-22,True,5,4,3,4,5,57,10,7,Flipkart
226,Desiree Tyler,27,OnePlus,OnePlus Nord 3,894.85,C$1234.89,CAD,1.38,4,Design feels premium and stylish. Loving it so far!,Positive,Canada,English,2024-07-27,True,5,3,2,3,4,51,9,5,BestBuy
227,Yashica Loke,38,Motorola,Edge 50,586.85,₹48708.55,INR,83.0,2,Fast charging is a lifesaver. Loving it so far!,Positive,India,Hindi,2022-10-25,True,1,2,1,2,1,47,9,6,Flipkart
